Line id,Arabic text,Translation
,إِذْ قَالَ لَهُ يَا بُنَيَّ إِنِّيْ أَرَىٰ فِيْ الْمَنَامِ أَنِّيْ أَذْبَحُكَ,"When he said to him: ""O my son, I have seen in a dream that I am sacrificing you"
,فَانْظُرْ مَاذَا تَرَىٰ,"So consider what you think"""
,قَالَ يَا أَبَتِ افْعَلْ مَا تُؤْمَرُ,"He said: ""O my father, do what you are commanded"
,سَتَجِدُنِيْ إِنْ شَاءَ اللَّهُ مِنَ الصَّابِرِينَ,"You will find me, if Allah wills, of the patient"""
,وَكَذٰلِكَ أَنْتَ لَمَّا أَبَاتَكَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ,"And likewise you, when the Prophet, may Allah bless him and his family, had you sleep in his bed"
,وَأَمَرَكَ أَنْ تَضْجَعَ فِيْ مَرْقَدِهِ,And commanded you to lie in his place
,وَاقِيًا لَهُ بِنَفْسِكَ,Protecting him with your life
,أَسْرَعْتَ إِلَى إِجَابَتِهِ مُطِيعًا,You hastened to obey him
,وَلِنَفْسِكَ عَلَى الْقَتْلِ مُوَطِّنًا,Preparing yourself for death
,فَشَكَرَ اللَّهُ تَعَالَى طَاعَتَكَ,So Allah the Exalted thanked you for your obedience
,وَأَبَانَ عَنْ جَمِيلِ فِعْلِكَ بِقَوْلِهِ جَلَّ ذِكْرُهُ,"And revealed the beauty of your deed in His saying, exalted be His remembrance:"
,وَمِنَ النَّاسِ مَنْ يَشْرِيْ نَفْسَهُ ابْتِغَاءَ مَرْضَاةِ اللَّهِ,"""And among the people is he who sells himself seeking the pleasure of Allah"""
,ثُمَّ مِحْنَتُكَ يَوْمَ صِفِّينَ,Then your trial on the day of Siffin
,وَقَدْ رُفِعَتِ الْمَصَاحِفُ حِيْلَةً وَمَكْرًا,When the Qurans were raised as a trick and deception
,فَأَعْرَضَ الشَّكُّ,So doubt appeared
,وَعُزِفَ الْحَقُّ,And truth was abandoned
,وَاتُّبِعَ الظَّنُّ,And conjecture was followed
,أَشْبَهَتْ مِحْنَةَ هَارُونَ إِذْ أَمَّرَهُ مُوْسَى عَلَى قَوْمِهِ فَتَفَرَّقُوْا عَنْهُ,"Resembled the trial of Aaron when Moses appointed him over his people, but they dispersed from him"
,وَهَارُونُ يُنَادِيْ بِهِمْ وَيَقُولُ,And Aaron called to them and said:
,يَا قَوْمِ إِنَّمَا فُتِنْتُمْ بِهِ وَإِنَّ رَبَّكُمُ الرَّحْمٰنُ,"""O my people, you are only being tested by it, and indeed, your Lord is the Most Merciful"
,فَاتَّبِعُونِيْ وَأَطِيعُوْا أَمْرِي,"So follow me and obey my command"""
,قَالُوْاْ لَنْ نَبْرَحَ عَلَيْهِ عَاكِفِينَ حَتَّىٰ يَرْجِعَ إِلَيْنَا مُوْسَى,"They said: ""We will not cease being devoted to it until Moses returns to us"""
,وَكَذٰلِكَ أَنْتَ لَمَّا رُفِعَتِ الْمَصَاحِفُ قُلْتَ,"And likewise you, when the Qurans were raised, you said:"
,يَا قَوْمِ إِنَّمَا فُتِنْتُمْ بِهَا وَخُدِعْتُمْ,"""O people, you are only being tested by them and deceived"""
,فَعَصَوْكَ وَخَالَفُوْا عَلَيْكَ,But they disobeyed you and opposed you
,وَاسْتَدْعُوْا نَصْبَ الْحَكَمَيْنِ,And demanded the appointment of two arbitrators
,فَأَبَيْتَ عَلَيْهِمْ وَتَبَرَّأْتَ إِلَى اللَّهِ مِنْ فِعْلِهِمْ وَفَوَّضْتَهُ إِلَيْهِمْ,So you refused them and disassociated yourself to Allah from their actions and delegated it to them
,فَلَمَّا أَسْفَرَ الْحَقُّ,And when the truth became clear
,وَسَفِهَ الْمُنْكَرُ,And the wrong was exposed
,وَاعْتَرَفُوْا بِالزَّلَلِ وَالْجَوْرِ عَنِ الْقَصْدِ,And they acknowledged their error and deviation from the right path
,اِخْتَلَفُوْا مِنْ بَعْدِهِ,They differed afterwards
,وَأَلْزَمُوكَ عَلَى سَفَهِ التَّحْكِيمِ الَّذِيْ أَبَيْتَهُ وَأَحَبُّوهُ,And held you to the foolish arbitration which you had refused but they desired
,وَحَظَرْتَهُ وَأَبَاحُوْا ذَنْبَهُمُ الَّذِيْ اقْتَرَفُوهُ,They justified their sin which they had committed
,وَأَنْتَ عَلَى نَهْجِ بَصِيرَةٍ وَهُدىٰ,While you were on a path of insight and guidance
,وَهُمْ عَلَى سُنَنِ ضَلالَةٍ وَعَمىٰ,And they were on paths of misguidance and blindness
,فَمَا زَالُوْا عَلَى النِّفَاقِ مُصِرِّينَ,They persisted in hypocrisy
,وَفِيْ الْغَيِّ مُتَرَدِّدِيْنَ,And in error they wavered
,حَتَّىٰ أَذَاقَهُمُ اللَّهُ وَبَالَ أَمْرِهِمْ,Until Allah made them taste the evil consequence of their affair
,فَأَمَاتَ بِسَيْفِكَ مَنْ عَانَدَكَ فَشَقِيَ وَهَوَىٰ,"So He killed by your sword whoever opposed you, thus was wretched and fell"
,وَأَحْيَا بِحُجَّتِكَ مَنْ سَعَدَ فَهُدِيَ,"And brought to life through your proof whoever was fortunate, and thus was guided"
,صَلَوَاتُ اللَّهِ عَلَيْكَ غَادِيَةً وَرَائِحَةً,"May Allah's blessings be upon you, coming and going"
,وَعَاكِفَةً وَذَاهِبَةً,And remaining and departing
,فَمَا يُحِيطُ الْمَادِحُ وَصْفَكَ,For no praiser can encompass your description
,وَلَا يُحْبِطُ الطَّاعِنُ فَضْلَكَ,Nor can any critic diminish your excellence
,أَنْتَ أَحْسَنُ الْخَلْقِ عِبَادَةً,You are the most excellent of creation in worship
,وَأَخْلَصُهُمْ زَهَادَةً,And the most sincere of them in asceticism
,وَأَذَبُّهُمْ عَنِ الدِّينِ,And the most defensive of them for the religion
,أَقَمْتَ حُدُودَ اللَّهِ بِجُهْدِكَ,You established the limits of Allah with your utmost effort
,وَفَلَلْتَ عَسَاكِرَ الْمَارِقِينَ بِسَيْفِكَ,And broke the armies of the deviators with your sword
,تُخْمِدُ لَهَبَ الْحُرُوبِ بِبَنَانِكَ,You extinguished the flames of wars with your fingertips
,وَتَهْتِكُ سُتُورَ الشُّبَهِ بِبَيَانِكَ,And tore the veils of doubts with your eloquence
,وَتَكْشِفُ لَبْسَ الْبَاطِلِ عَنْ صَرِيحِ الْحَقِّ,And removed the confusion of falsehood from pure truth
,لَا تَأْخُذُكَ فِيْ اللَّهِ لَوْمَةُ لاَئِمٍ,The blame of any blamer did not deter you in the cause of Allah
,وَفِيْ مَدْحِ اللَّهِ تَعَالَى لَكَ غِنَىٰ,And in Allah the Exalted's praise of you is sufficiency
,عَنْ مَدْحِ الْمَادِحِيْنَ وَتَقْرِيظِ الْوَاصِفِينَ,From the praise of praisers and the commendation of describers
,قَالَ اللَّهُ تَعَالَىٰ,Allah the Exalted said:
,مِنَ الْمُؤْمِنِيْنَ رِجَالٌ صَدَقُوْا مَا عَاهَدُوْا اللَّهَ عَلَيْهِ,"""Among the believers are men who have been true to what they promised Allah"
,فَمِنْهُمْ مَنْ قَضَىٰ نَحْبَهُ وَمِنْهُمْ مَنْ يَنْتَظِرُ وَمَا بَدَّلُوْا تَبْدِيلًا,"Among them is he who has fulfilled his vow, and among them is he who awaits, and they did not alter in the least"""
,وَلَمَّا رَأَيْتَ أَنْ قَتَلْتَ النَّاكِثِينَ وَالْقَاسِطِينَ وَالْمَارِقِينَ,"And when you saw that you had killed the oath-breakers, the unjust, and the deviators"
,وَصَدَقَكَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ وَعْدَهُ,"And the Messenger of Allah, may Allah bless him and his family, had fulfilled his promise to you"
,فَأَوْفَيْتَ بِعَهْدِهِ قُلْتَ,"And you fulfilled his covenant, you said:"
,أَمَا آنَ أَنْ تُخْضَبَ هٰذِهِ مِنْ هٰذِهِ,"""Is it not time for this [beard] to be dyed from this [head]?"
,أَمْ مَتَىٰ يُبْعَثُ أَشْقَاهَا,"Or when will its most wretched one be sent forth?"""
,وَاثِقًا بِأَنَّكَ عَلَى بَيِّنَةٍ مِنْ رَبِّكَ,Confident that you were upon clear evidence from your Lord
,وَبَصِيرَةٍ مِنْ أَمْرِكَ,And insight in your affair
,قَادِمٌ عَلَى اللَّهِ,Coming to Allah
,مُسْتَبْشِرٌ بِبَيْعِكَ الَّذِيْ بَايَعْتَهُ بِهِ,Rejoicing in your transaction that you made with Him
,وَذٰلِكَ هُوَ الْفَوْزُ الْعَظِيمُ,And that is the great attainment
,اَللَّهُمَّ الْعَنْ قَتَلَةَ أَنْبِيَائِكَ وَأَوْصِيَاءِ أَنْبِيَائِكَ,"O Allah, curse the killers of Your Prophets and the successors of Your Prophets"
,بِجَمِيْعِ لَعَنَاتِكَ,With all Your curses
,وَأَصْلِهِمْ حَرَّ نَارِكَ,And make them feel the heat of Your Fire
,وَالْعَنْ مَنْ غَصَبَ وَلِيَّكَ حَقَّهُ,And curse those who usurped Your guardian's right
,وَأَنْكَرَ عَهْدَهُ,And denied his covenant
,وَجَحَدَهُ بَعْدَ الْيَقِينِ وَالْاِقْرَارِ بِالْوِلَايَةِ لَهُ,And rejected him after certainty and acknowledgment of his guardianship
,يَوْمَ أَكْمَلْتَ لَهُ الدِّينَ,On the day You perfected for him the religion
,اَللَّهُمَّ الْعَنْ قَتَلَةَ أَمِيرِ الْمُؤْمِنِيْنَ,"O Allah, curse the killers of the Commander of the Faithful"
,وَمَنْ ظَلَمَهُ وَأَشْيَاعَهُمْ وَأَنْصَارَهُمْ,And those who wronged him and their followers and supporters
,اَللَّهُمَّ الْعَنْ ظَالِمِيْ الْحُسَيْنِ وَقَاتِلِيهِ,"O Allah, curse the oppressors of Husayn and his killers"
,وَالْمُتَابِعِينَ عَدُوَّهُ وَنَاصِرِيهِ,And those who followed his enemy and his supporters
,وَالرَّاضِينَ بِقَتْلِهِ وَخَاذِلِيهِ لَعْنًا وَبِيلًا,"And those who were pleased with his killing and those who abandoned him, with a severe curse"
,اَللَّهُمَّ الْعَنْ أَوَّلَ ظَالِمٍ ظَلَمَ آلَ مُحَمَّدٍ,"O Allah, curse the first oppressor who wronged the family of Muhammad"
,وَمَانِعِيهِمْ حُقُوقَهُمْ,And those who prevented them their rights
,اَللَّهُمَّ خُصَّ أَوَّلَ ظَالِمٍ وَغَاصِبٍ لِأٓلِ مُحَمَّدٍ بِاللَّعْنِ,"O Allah, specifically curse the first oppressor and usurper against the family of Muhammad with Your curse"
,وَكُلَّ مُسْتَنٍّ بِمَا سَنَّ إِلَى يَوْمِ الْقِيَامَةِ,And everyone who followed his practices until the Day of Resurrection
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ خَاتَمِ النَّبِيِّينَ,"O Allah, send blessings upon Muhammad, the Seal of the Prophets"
,وَعَلَى عَلِيٍّ سَيِّدِ الْوَصِيِّينَ وَ آلِهِ الطَّاهِرِينَ,"And upon Ali, the Master of Successors, and his purified family"
,وَاجْعَلْنَا بِهِمْ مُتَمَسِّكِينَ,And make us among those who hold fast to them
,وَبِوِلَايَتِهِمْ مِنَ الْفَائِزِينَ الْآمِنِيْنَ,And through their guardianship among the successful and secure
,اَلَّذِيْنَ لَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,"Those upon whom there is no fear, nor do they grieve"
